UT_time,Scat450tot,Scat550tot,Scat700tot,Scat450sub,Scat550sub,Scat700sub
65185,56.77,37.37,20.87,53.94,36.11,19.76
65186,58.62,37.95,21.57,54.01,36.15,19.78
65187,58.05,38.08,20.88,54.05,36.18,19.80
65188,59.52,38.06,21.82,54.08,36.20,19.81
65189,58.62,37.38,20.70,54.07,36.20,19.81
65190,59.95,37.50,20.55,54.06,36.19,19.80
65191,58.70,36.93,19.90,54.02,36.16,19.79
65192,59.67,36.93,20.09,53.94,36.11,19.76
65193,58.68,36.91,19.41,53.85,36.05,19.73
65194,59.20,37.93,20.01,53.76,35.99,19.69
65195,57.59,37.11,20.08,53.66,35.92,19.66
65196,57.83,37.52,20.11,53.60,35.88,19.64
65197,56.07,36.26,19.77,53.57,35.86,19.62
65198,56.09,35.97,19.69,53.53,35.83,19.61
65199,55.22,34.27,20.05,53.47,35.79,19.59
65200,57.48,36.09,21.03,53.42,35.76,19.57
65201,57.25,35.99,21.59,53.33,35.70,19.54
65202,58.49,37.46,22.21,53.20,35.61,19.49
65203,57.80,37.53,22.48,53.07,35.53,19.44
65204,58.51,38.80,21.78,52.97,35.46,19.40
65205,56.46,37.33,20.95,52.83,35.37,19.35
65206,56.46,37.22,20.24,52.72,35.29,19.31
65207,55.72,36.12,19.17,52.62,35.22,19.27
65208,56.08,35.90,18.42,52.52,35.16,19.24
65209,55.59,35.43,18.88,52.46,35.12,19.22
65210,56.12,35.15,19.01,52.37,35.06,19.19
65211,55.81,34.96,19.57,52.29,35.00,19.15
65212,55.44,34.79,20.12,52.18,34.93,19.12
65213,55.23,34.98,20.89,52.06,34.85,19.07
65214,54.75,34.37,20.24,51.87,34.73,19.00
65215,54.30,34.23,20.27,51.72,34.62,18.95
65216,53.94,33.43,19.57,51.56,34.52,18.89
65217,54.90,33.60,19.83,51.40,34.41,18.83
65218,54.92,33.13,19.49,51.22,34.29,18.76
65219,56.13,33.50,19.83,51.09,34.20,18.72
65220,55.59,33.69,19.15,50.99,34.13,18.68
65221,56.59,34.13,19.29,50.89,34.07,18.64
65222,55.69,34.04,18.84,50.79,34.00,18.61
65223,56.28,34.30,18.78,50.68,33.93,18.57
65224,54.75,34.24,18.63,50.54,33.83,18.51
65225,55.11,34.28,18.87,50.35,33.70,18.44
65226,53.40,34.36,18.94,50.15,33.57,18.37
65227,53.95,34.23,18.80,49.96,33.45,18.30
65228,52.42,33.76,18.32,49.78,33.32,18.24
65229,53.17,33.88,17.98,49.61,33.21,18.17
65230,52.85,33.53,18.23,49.45,33.11,18.12
65231,53.94,34.14,18.67,49.34,33.03,18.08
65232,53.37,34.23,19.15,49.26,32.98,18.05
65233,54.40,35.30,19.68,49.20,32.94,18.02
65234,54.44,35.20,20.21,49.15,32.90,18.01
65235,55.33,36.28,19.71,49.11,32.87,17.99
65236,54.83,35.71,19.11,49.01,32.81,17.95
65237,55.86,36.01,18.48,48.89,32.73,17.91
65238,55.34,35.25,18.14,48.78,32.65,17.87
65239,55.43,35.17,17.63,48.65,32.57,17.82
65240,54.70,34.46,17.91,48.54,32.49,17.78
65241,54.97,34.50,18.50,48.46,32.44,17.75
65242,54.02,34.11,18.85,48.41,32.41,17.73
65243,54.15,34.15,20.00,48.38,32.39,17.72
65244,54.14,34.03,20.32,48.38,32.39,17.72
65245,53.12,34.37,20.86,48.38,32.39,17.72
65246,53.75,33.96,20.25,48.38,32.39,17.72
65247,53.05,34.15,20.96,48.36,32.37,17.72
65248,52.68,33.89,20.09,48.33,32.36,17.71
65249,51.80,34.24,20.51,48.28,32.32,17.69
65250,52.26,33.52,18.86,48.21,32.27,17.66
65251,50.87,33.95,18.64,48.13,32.22,17.63
65252,51.49,33.57,17.61,48.04,32.16,17.60
65253,52.88,33.94,17.87,47.94,32.09,17.56
65254,53.45,33.24,17.69,47.85,32.03,17.53
65255,55.00,33.88,18.63,47.78,31.99,17.50
65256,55.82,33.12,18.80,47.73,31.95,17.48
65257,55.12,33.73,19.78,47.69,31.92,17.47
65258,54.46,33.25,19.49,47.63,31.88,17.45
65259,53.92,34.16,19.69,47.55,31.83,17.42
65260,54.16,34.22,20.30,47.46,31.77,17.38
65261,54.04,35.25,21.16,47.34,31.69,17.34
65262,54.38,34.99,21.47,47.24,31.62,17.30
65263,53.00,35.07,21.65,47.16,31.57,17.27
65264,53.72,34.85,20.92,47.07,31.51,17.24
65265,52.07,34.34,20.37,47.00,31.47,17.22
65266,52.43,34.16,20.19,46.95,31.43,17.20
65267,52.44,34.04,19.75,46.94,31.42,17.19
65268,53.71,34.93,20.30,46.92,31.41,17.19
65269,53.30,34.51,20.70,46.90,31.40,17.18
65270,53.74,35.17,20.49,46.87,31.38,17.17
65271,53.21,34.86,20.07,46.81,31.33,17.15
65272,53.09,35.52,19.53,46.71,31.27,17.11
65273,53.21,34.96,18.76,46.60,31.20,17.07
65274,53.17,35.65,18.90,46.49,31.12,17.03
65275,52.98,34.92,18.82,46.37,31.04,16.99
65276,53.31,35.67,19.01,46.27,30.97,16.95
65277,53.36,34.84,18.89,46.18,30.91,16.92
65278,54.05,35.42,19.09,46.11,30.87,16.89
65279,53.86,34.85,18.65,46.07,30.84,16.88
65280,53.37,34.15,18.80,46.04,30.82,16.86
65281,51.93,33.59,18.95,46.01,30.80,16.86
65282,52.04,34.12,19.26,45.99,30.79,16.85
65283,51.00,33.70,19.35,45.96,30.77,16.84
65284,52.59,34.71,20.28,45.94,30.75,16.83
65285,53.23,35.83,20.33,45.93,30.74,16.82
65286,55.94,36.09,20.54,45.95,30.76,16.83
65287,56.26,35.83,20.33,45.99,30.79,16.85
65288,56.87,35.87,20.54,46.04,30.82,16.87
65289,55.39,34.67,19.75,46.09,30.86,16.88
65290,55.54,34.59,19.68,46.15,30.89,16.90
65291,53.24,33.66,18.26,46.18,30.92,16.92
65292,53.21,33.75,18.43,46.21,30.94,16.93
65293,51.84,33.04,17.73,46.23,30.95,16.94
65294,52.27,33.63,18.21,46.26,30.97,16.95
65295,51.84,33.39,18.24,46.27,30.98,16.95
65296,53.59,34.36,19.45,46.28,30.98,16.95
65297,53.71,33.99,19.59,46.28,30.98,16.95
65298,55.20,34.85,20.60,46.28,30.98,16.95
65299,55.35,34.36,20.26,46.26,30.97,16.95
65300,55.52,34.83,20.58,46.27,30.97,16.95
65301,55.08,34.78,19.92,46.27,30.97,16.95
65302,55.69,35.02,19.09,46.27,30.98,16.95
65303,55.41,34.34,18.90,46.29,30.99,16.96
65304,56.05,34.86,19.02,46.31,31.00,16.96
65305,56.15,34.03,19.04,46.30,30.99,16.96
65306,56.97,33.82,19.51,46.30,30.99,16.96
65307,56.40,33.07,20.86,46.30,30.99,16.96
65308,56.66,33.13,20.42,46.30,30.99,16.96
65309,56.04,32.70,20.33,46.31,31.00,16.96
65310,55.79,33.69,19.68,46.33,31.01,16.97
65311,55.21,33.29,19.37,46.35,31.03,16.98
65312,55.67,34.28,19.19,46.36,31.03,16.98
65313,54.94,34.32,19.26,46.36,31.03,16.98
65314,55.27,34.74,19.50,46.35,31.03,16.98
65315,55.45,34.27,20.10,46.34,31.02,16.97
65316,55.51,34.57,20.35,46.32,31.00,16.97
65317,55.66,34.50,19.83,46.29,30.99,16.96
65318,55.49,35.55,20.07,46.28,30.98,16.95
65319,54.59,36.26,19.19,46.28,30.98,16.95
65320,54.55,36.49,18.45,46.31,31.00,16.97
65321,54.45,37.80,18.33,46.36,31.04,16.98
65322,54.08,37.59,17.96,46.44,31.09,17.01
65323,54.93,37.48,18.00,46.53,31.15,17.05
65324,55.35,36.36,18.68,46.60,31.19,17.07
65325,56.49,36.90,19.42,46.65,31.23,17.09
65326,56.32,35.55,19.56,46.70,31.26,17.11
65327,57.42,36.13,20.36,46.75,31.30,17.13
65328,57.35,36.08,20.25,46.83,31.35,17.15
65329,57.83,36.59,20.22,46.94,31.42,17.19
65330,56.95,36.50,19.85,47.07,31.51,17.24
65331,57.30,36.82,19.80,47.21,31.61,17.30
65332,55.51,36.23,19.63,47.35,31.70,17.35
65333,55.82,36.04,20.07,47.46,31.77,17.38
65334,54.70,35.74,19.94,47.53,31.82,17.41
65335,55.23,35.33,20.60,47.57,31.85,17.43
65336,54.82,35.11,20.51,47.60,31.87,17.44
65337,55.82,34.70,20.52,47.61,31.87,17.44
65338,55.04,34.50,19.15,47.62,31.88,17.44
65339,56.06,34.13,18.87,47.62,31.88,17.45
65340,54.85,33.71,17.76,47.64,31.89,17.45
65341,55.97,33.61,17.94,47.66,31.90,17.46
65342,55.72,33.78,17.71,47.68,31.92,17.47
65343,56.89,33.49,18.34,47.70,31.93,17.47
65344,56.56,34.17,18.28,47.73,31.95,17.48
65345,57.60,34.81,18.83,47.73,31.95,17.49
65346,56.67,35.02,18.34,47.74,31.96,17.49
65347,56.54,35.57,18.51,47.75,31.96,17.49
65348,56.05,35.54,18.19,47.75,31.96,17.49
65349,56.10,34.82,18.67,47.74,31.96,17.49
65350,55.61,33.80,18.50,47.75,31.96,17.49
65351,55.85,33.70,19.29,47.73,31.95,17.49
65352,56.62,32.86,19.51,47.71,31.94,17.48
65353,56.03,33.97,19.86,47.70,31.93,17.47
65354,56.75,34.51,19.73,47.68,31.92,17.47
65355,55.92,36.18,20.65,47.65,31.90,17.46
65356,55.82,36.30,20.25,47.63,31.89,17.45
65357,55.36,36.62,20.53,47.60,31.87,17.44
65358,54.72,35.24,20.40,47.56,31.84,17.42
65359,53.59,35.32,20.58,47.52,31.81,17.41
65360,53.63,33.94,19.69,47.50,31.79,17.40
65361,53.09,34.07,20.08,47.46,31.77,17.39
65362,52.15,34.21,19.35,47.43,31.75,17.38
65363,52.70,34.82,20.02,47.41,31.74,17.37
65364,51.93,34.45,19.30,47.38,31.72,17.36
65365,51.78,35.03,19.64,47.33,31.68,17.34
65366,52.66,34.66,18.83,47.29,31.66,17.32
65367,52.71,34.32,19.37,47.24,31.62,17.30
65368,52.33,34.03,19.14,47.20,31.60,17.29
65369,52.83,34.04,19.71,47.15,31.56,17.27
65370,53.18,33.67,20.11,47.12,31.54,17.26
65371,52.10,32.83,20.23,47.09,31.52,17.25
65372,52.78,33.24,19.86,47.08,31.52,17.25
65373,53.31,32.54,19.47,47.08,31.51,17.24
65374,53.76,32.37,19.53,47.07,31.51,17.24
65375,53.73,32.80,19.09,47.07,31.51,17.24
65376,54.28,33.68,19.47,47.10,31.53,17.25
65377,54.10,33.92,19.66,47.12,31.54,17.26
65378,54.02,34.73,19.89,47.15,31.56,17.27
65379,53.39,35.23,19.01,47.19,31.59,17.29
65380,53.84,35.56,19.16,47.23,31.62,17.30
65381,53.33,35.39,18.72,47.27,31.65,17.32
65382,53.05,35.37,19.01,47.31,31.67,17.33
65383,51.54,34.67,19.33,47.35,31.69,17.34
65384,51.44,34.60,20.22,47.38,31.72,17.36
65385,49.68,33.36,20.36,47.41,31.74,17.37
65386,49.92,34.13,21.34,47.44,31.76,17.38
65387,50.01,33.88,20.95,47.49,31.79,17.40
65388,50.76,34.98,21.17,47.56,31.84,17.42
65389,51.36,35.22,21.60,47.62,31.88,17.44
65390,53.63,35.86,22.01,47.68,31.92,17.47
65391,54.09,35.66,22.04,47.74,31.96,17.49
65392,56.08,35.91,23.13,47.80,32.00,17.51
65393,56.64,35.68,23.01,47.84,32.02,17.52
65394,57.54,35.46,22.20,47.87,32.05,17.54
65395,56.46,35.32,21.40,47.90,32.07,17.55
65396,55.55,35.03,20.68,47.92,32.08,17.56
65397,53.55,34.54,20.14,47.95,32.10,17.56
65398,53.68,34.46,19.71,47.99,32.13,17.58
65399,52.37,34.00,20.02,48.05,32.16,17.60
65400,52.75,34.39,20.24,48.12,32.21,17.63
65401,52.96,34.42,20.26,48.18,32.25,17.65
65402,53.94,35.31,19.84,48.22,32.28,17.67
65403,53.48,34.92,19.88,48.25,32.30,17.67
65404,54.41,35.66,20.03,48.25,32.30,17.67
65405,53.78,35.34,19.72,48.24,32.29,17.67
65406,54.74,36.05,19.94,48.23,32.29,17.67
65407,53.91,35.55,19.91,48.22,32.28,17.66
65408,54.47,35.78,19.61,48.20,32.26,17.66
65409,52.81,34.78,19.01,48.19,32.26,17.65
65410,53.24,34.88,19.38,48.18,32.25,17.65
65411,51.50,33.41,18.67,48.18,32.25,17.65
65412,52.08,33.41,18.69,48.19,32.26,17.65
65413,51.73,32.90,18.51,48.22,32.28,17.66
65414,53.24,33.13,19.53,48.24,32.29,17.67
65415,53.06,32.56,19.39,48.25,32.30,17.68
65416,54.43,32.39,20.65,48.24,32.29,17.67
65417,54.44,31.75,20.48,48.21,32.27,17.66
65418,55.28,32.70,20.83,48.19,32.26,17.65
65419,54.96,33.91,19.40,48.17,32.25,17.65
65420,56.11,34.59,18.90,48.16,32.24,17.64
65421,55.51,35.69,17.49,48.14,32.23,17.64
65422,55.06,35.94,16.83,48.12,32.21,17.63
65423,54.29,35.50,17.26,48.06,32.17,17.61
65424,54.49,34.80,18.20,47.98,32.12,17.58
65425,54.63,34.79,19.02,47.89,32.06,17.54
65426,54.93,34.52,20.59,47.81,32.00,17.51
65427,56.04,35.74,21.89,47.73,31.95,17.49
65428,55.48,35.79,21.26,47.68,31.92,17.46
65429,55.70,36.64,20.97,47.64,31.89,17.45
65430,53.58,35.71,19.98,47.62,31.88,17.45
65431,53.47,35.23,19.27,47.61,31.87,17.44
65432,51.75,33.60,18.20,47.61,31.87,17.44
65433,52.02,33.01,18.56,47.63,31.88,17.45
65434,50.83,31.78,18.68,47.65,31.90,17.46
65435,51.69,32.06,20.19,47.69,31.92,17.47
65436,51.43,32.33,20.13,47.74,31.96,17.49
65437,52.27,32.91,20.95,47.81,32.00,17.51
65438,51.78,33.43,20.27,47.88,32.05,17.54
65439,52.71,33.97,20.12,47.96,32.11,17.57
65440,52.97,34.39,19.08,48.04,32.16,17.60
65441,54.10,34.97,19.56,48.10,32.20,17.62
65442,54.44,35.08,19.75,48.15,32.23,17.64
65443,55.02,35.00,19.98,48.19,32.26,17.65
65444,54.95,34.65,20.15,48.23,32.29,17.67
65445,54.38,34.79,19.98,48.27,32.31,17.68
65446,54.23,34.05,20.15,48.31,32.34,17.70
65447,53.45,34.38,20.83,48.35,32.37,17.71
65448,53.28,33.92,21.83,48.38,32.39,17.72
65449,52.47,34.34,22.31,48.40,32.40,17.73
65450,52.89,33.52,22.40,48.41,32.41,17.73
65451,52.98,34.03,21.64,48.40,32.40,17.73
65452,52.88,33.08,20.29,48.36,32.38,17.72
65453,53.65,33.83,20.30,48.33,32.35,17.70
65454,53.31,33.77,19.50,48.30,32.33,17.69
65455,52.76,35.07,20.23,48.26,32.30,17.68
65456,51.60,35.29,20.43,48.22,32.28,17.66
65457,51.05,36.49,20.94,48.21,32.27,17.66
65458,49.68,36.28,20.08,48.19,32.26,17.65
65459,50.01,36.42,20.17,48.18,32.25,17.65
65460,50.03,35.81,19.18,48.18,32.26,17.65
65461,50.42,35.95,18.93,48.21,32.27,17.66
65462,52.00,35.63,18.52,48.24,32.29,17.67
65463,52.98,35.91,18.85,48.29,32.32,17.69
65464,53.68,35.49,18.79,48.33,32.35,17.70
65465,54.76,35.75,19.48,48.37,32.38,17.72
65466,54.65,34.55,19.95,48.40,32.40,17.73
65467,54.43,34.27,20.48,48.42,32.41,17.74
65468,53.85,33.34,19.45,48.42,32.41,17.74
65469,53.19,33.59,19.71,48.42,32.41,17.74
65470,52.95,33.20,18.76,48.41,32.41,17.74
65471,52.91,34.11,18.41,48.39,32.40,17.73
65472,52.84,33.47,17.70,48.38,32.39,17.72
65473,53.16,33.39,18.06,48.36,32.37,17.71
65474,52.57,32.46,17.25,48.33,32.35,17.70
65475,52.01,32.21,17.30,48.30,32.33,17.69
65476,51.41,31.84,17.31,48.27,32.32,17.68
65477,51.67,32.36,18.16,48.25,32.30,17.67
65478,52.44,32.95,19.01,48.22,32.28,17.67
65479,54.14,33.43,20.07,48.19,32.26,17.65
65480,55.74,34.12,20.92,48.17,32.24,17.64
65481,57.54,34.09,20.99,48.13,32.22,17.63
65482,57.44,34.52,20.89,48.10,32.20,17.62
65483,56.39,34.27,20.40,48.06,32.18,17.61
65484,55.96,34.00,20.47,48.04,32.16,17.60
65485,55.17,33.87,20.24,48.01,32.14,17.59
65486,55.23,34.30,21.08,47.99,32.12,17.58
65487,55.16,33.39,21.06,47.97,32.11,17.57
65488,56.10,34.20,21.50,47.95,32.10,17.56
65489,55.91,34.17,21.20,47.92,32.08,17.56
65490,56.23,34.47,21.51,47.89,32.06,17.54
65491,55.90,33.96,21.35,47.88,32.05,17.54
65492,56.93,35.07,21.72,47.86,32.04,17.53
65493,56.13,34.29,21.46,47.83,32.02,17.52
65494,57.19,34.80,21.85,47.80,32.00,17.51
65495,56.65,33.80,21.40,47.77,31.98,17.50
65496,57.01,34.00,20.61,47.72,31.94,17.48
65497,55.49,33.14,20.05,47.65,31.90,17.46
65498,56.11,34.14,19.64,47.57,31.84,17.43
65499,54.62,33.72,18.68,47.48,31.79,17.39
65500,54.75,34.84,19.21,47.41,31.74,17.37
65501,53.95,34.58,19.50,47.36,31.70,17.35
65502,54.25,35.30,19.95,47.29,31.66,17.32
65503,53.40,34.48,20.17,47.24,31.62,17.31
65504,54.05,35.18,20.48,47.17,31.58,17.28
65505,53.78,34.46,20.12,47.09,31.52,17.25
65506,54.08,35.15,20.31,47.01,31.47,17.22
65507,53.61,35.05,19.43,46.94,31.42,17.19
65508,53.74,35.49,19.74,46.88,31.38,17.17
65509,53.52,35.12,19.35,46.81,31.34,17.15
65510,53.33,34.56,19.23,46.75,31.30,17.13
65511,53.35,34.17,18.37,46.70,31.26,17.11
65512,53.57,33.77,18.56,46.65,31.23,17.09
65513,54.13,33.43,17.58,46.62,31.21,17.08
65514,54.77,33.46,17.76,46.61,31.20,17.07
65515,55.77,33.93,17.28,46.62,31.21,17.08
65516,56.56,33.80,17.85,46.63,31.22,17.08
65517,57.42,33.28,18.03,46.67,31.24,17.09
65518,57.22,33.10,18.81,46.71,31.27,17.11
65519,56.24,32.45,19.13,46.76,31.30,17.13
65520,55.74,32.30,19.78,46.81,31.33,17.15
65521,54.69,32.29,19.99,46.87,31.38,17.17
65522,54.17,33.25,19.86,46.92,31.41,17.19
65523,54.12,33.43,19.40,46.95,31.43,17.20
65524,54.91,34.37,19.46,46.98,31.45,17.21
65525,54.77,34.42,18.92,47.00,31.46,17.22
65526,55.47,34.78,19.19,47.02,31.48,17.23
65527,54.68,34.02,18.46,47.06,31.51,17.24
65528,55.38,34.51,19.21,47.13,31.55,17.27
65529,54.34,34.04,18.42,47.22,31.61,17.30
65530,56.29,34.70,18.83,47.33,31.68,17.34
65531,55.86,34.09,17.87,47.45,31.76,17.38
65532,57.95,34.80,18.33,47.59,31.86,17.43
65533,58.64,33.85,18.24,47.74,31.96,17.49
65534,60.89,33.60,18.87,47.88,32.05,17.54
65535,58.23,33.39,19.44,47.98,32.12,17.58
65536,57.52,33.79,19.54,48.06,32.17,17.61
65537,56.03,33.60,19.99,48.14,32.23,17.64
65538,54.21,33.85,19.53,48.21,32.28,17.66
65539,53.47,34.53,19.62,48.29,32.33,17.69
65540,53.36,34.10,18.92,48.39,32.39,17.73
65541,54.21,34.32,19.35,48.49,32.46,17.76
65542,53.70,34.32,18.88,48.58,32.52,17.80
65543,55.19,35.08,18.90,48.64,32.56,17.82
65544,54.47,34.97,18.31,48.69,32.59,17.83
65545,55.58,35.51,18.40,48.73,32.62,17.85
65546,54.28,34.67,18.01,48.74,32.63,17.86
65547,55.66,34.47,18.33,48.74,32.63,17.85
65548,54.66,33.15,18.11,48.74,32.63,17.85
65549,56.46,32.89,18.08,48.74,32.63,17.85
65550,55.93,32.53,18.06,48.73,32.62,17.85
65551,57.04,32.74,18.28,48.72,32.61,17.85
65552,55.50,32.65,18.03,48.71,32.61,17.84
65553,55.83,33.14,18.06,48.67,32.58,17.83
65554,54.25,32.89,18.25,48.64,32.56,17.82
65555,54.16,32.68,17.88,48.60,32.53,17.80
65556,53.65,32.99,17.88,48.55,32.50,17.79
65557,52.69,33.25,18.08,48.51,32.47,17.77
65558,51.79,33.11,18.50,48.49,32.46,17.76
65559,51.41,33.42,19.28,48.48,32.45,17.76
65560,50.33,33.13,19.32,48.46,32.44,17.75
65561,50.30,33.15,19.73,48.43,32.42,17.74
65562,50.38,32.61,19.37,48.38,32.39,17.72
65563,51.02,32.91,18.72,48.31,32.34,17.70
65564,51.58,32.48,17.56,48.22,32.28,17.66
65565,53.05,33.34,17.65,48.12,32.22,17.63
65566,52.66,33.15,16.87,48.03,32.15,17.59
65567,53.02,34.12,17.05,47.93,32.09,17.56
65568,52.14,34.09,16.99,47.83,32.02,17.52
65569,51.13,34.87,17.40,47.75,31.96,17.49
65570,50.09,34.38,17.06,47.69,31.92,17.47
65571,50.10,34.77,16.90,47.65,31.90,17.46
65572,49.73,33.80,16.81,47.62,31.88,17.44
65573,49.71,33.51,16.40,47.58,31.85,17.43
65574,49.78,32.93,16.60,47.50,31.80,17.40
65575,50.19,32.90,16.80,47.38,31.72,17.36
65576,50.23,32.83,16.62,47.22,31.61,17.30
65577,51.25,33.07,16.29,47.03,31.49,17.23
65578,51.89,33.07,16.48,46.85,31.36,17.16
65579,52.19,33.46,16.30,46.67,31.24,17.09
65580,51.93,32.82,16.24,46.51,31.13,17.04
65581,51.41,32.79,16.98,46.39,31.05,16.99
65582,50.89,32.10,16.79,46.30,30.99,16.96
65583,51.98,31.98,17.10,46.23,30.95,16.94
65584,52.55,30.90,16.62,46.16,30.90,16.91
65585,53.73,30.83,17.06,46.08,30.85,16.88
65586,54.99,30.21,17.30,45.98,30.78,16.84
65587,55.34,30.35,17.87,45.87,30.70,16.80
65588,54.16,30.90,18.19,45.74,30.62,16.75
65589,53.11,31.71,18.32,45.61,30.53,16.71
65590,51.95,32.67,18.45,45.47,30.44,16.66
65591,51.58,33.08,18.01,45.36,30.36,16.62
65592,51.27,33.93,18.29,45.25,30.29,16.58
65593,50.15,33.30,18.02,45.18,30.24,16.55
65594,50.48,32.54,18.73,45.13,30.21,16.53
65595,50.08,32.09,18.84,45.10,30.19,16.52
65596,50.60,31.98,19.30,45.09,30.19,16.52
65597,51.90,31.94,19.76,45.08,30.18,16.51
65598,52.94,32.23,20.53,45.06,30.17,16.51
65599,54.09,32.79,20.10,45.06,30.16,16.51
65600,55.41,33.23,20.18,45.06,30.16,16.51
65601,55.17,33.05,19.86,45.05,30.16,16.50
65602,53.89,33.02,19.01,45.04,30.15,16.50
65603,53.59,32.62,19.12,45.03,30.14,16.49
65604,52.58,33.20,19.88,45.01,30.13,16.49
65605,52.40,32.17,19.73,44.98,30.11,16.48
65606,51.42,32.39,20.23,44.97,30.10,16.47
65607,51.56,31.27,20.51,44.94,30.08,16.46
65608,51.79,31.79,19.96,44.91,30.06,16.45
65609,52.01,30.88,19.53,44.89,30.05,16.44
65610,51.67,31.74,19.45,44.88,30.05,16.44
65611,52.45,31.17,18.42,44.89,30.05,16.44
65612,52.20,31.36,18.25,44.92,30.07,16.46
65613,50.69,30.48,17.56,44.99,30.12,16.48
65614,50.28,30.99,17.83,45.04,30.15,16.50
65615,48.21,30.20,17.44,45.10,30.19,16.52
65616,47.68,30.74,18.36,45.15,30.23,16.54
65617,47.85,31.41,18.78,45.19,30.25,16.56
65618,48.70,31.90,19.35,45.21,30.27,16.56
65619,48.83,32.06,18.72,45.25,30.29,16.57
65620,50.34,31.65,18.83,45.26,30.30,16.58
65621,50.62,31.51,18.06,45.28,30.31,16.59
65622,50.33,31.23,17.54,45.30,30.33,16.60
65623,49.56,30.82,17.31,45.32,30.34,16.60
65624,49.02,30.70,17.72,45.31,30.33,16.60
65625,47.99,30.91,17.60,45.29,30.32,16.59
65626,47.43,30.34,17.87,45.24,30.29,16.57
65627,46.53,30.20,18.56,45.18,30.25,16.55
65628,46.92,30.23,18.25,45.13,30.21,16.53
65629,47.80,29.77,17.64,45.08,30.18,16.52
65630,49.46,29.96,17.80,45.03,30.14,16.49
65631,50.52,30.28,17.89,44.97,30.11,16.47
65632,52.51,30.10,17.36,44.92,30.07,16.45
65633,52.85,29.93,17.85,44.86,30.03,16.43
65634,52.72,30.07,17.84,44.80,29.99,16.41
65635,51.67,29.78,17.71,44.76,29.96,16.40
65636,51.42,29.85,17.39,44.73,29.94,16.39
65637,50.31,29.58,17.03,44.70,29.92,16.37
65638,48.98,30.38,16.57,44.67,29.90,16.36
65639,49.30,30.21,16.75,44.64,29.88,16.35
65640,49.67,31.07,17.27,44.63,29.87,16.35
65641,49.88,31.18,18.01,44.62,29.87,16.34
65642,50.15,31.62,18.52,44.62,29.87,16.34
65643,50.77,31.17,18.97,44.61,29.87,16.34
65644,50.51,31.48,19.15,44.60,29.86,16.34
65645,49.72,31.79,18.95,44.56,29.83,16.32
65646,49.76,31.26,17.86,44.52,29.80,16.31
65647,49.09,31.70,17.40,44.47,29.77,16.29
65648,49.71,31.43,16.47,44.41,29.73,16.27
65649,49.11,31.26,16.89,44.36,29.69,16.25
65650,49.07,30.44,16.69,44.31,29.66,16.23
65651,49.29,30.67,17.89,44.27,29.64,16.22
65652,49.62,30.20,17.95,44.24,29.61,16.21
65653,50.20,30.25,18.57,44.23,29.61,16.20
65654,50.21,30.18,17.58,44.22,29.60,16.20
65655,50.65,30.76,17.34,44.21,29.59,16.19
65656,49.83,30.91,16.82,44.19,29.58,16.19
65657,50.33,31.49,17.06,44.17,29.57,16.18
65658,49.45,31.49,17.48,44.12,29.54,16.16
65659,49.96,32.01,18.03,44.05,29.49,16.14
65660,49.92,31.23,17.77,43.97,29.43,16.11
65661,50.59,31.67,17.76,43.86,29.36,16.07
65662,49.80,30.91,17.48,43.77,29.30,16.03
65663,50.20,31.33,17.71,43.69,29.25,16.00
65664,49.60,30.33,17.51,43.64,29.21,15.99
65665,50.01,30.75,17.63,43.60,29.19,15.97
65666,49.09,30.42,17.66,43.57,29.17,15.96
65667,49.99,31.61,18.00,43.52,29.13,15.94
65668,48.55,30.87,17.83,43.44,29.08,15.91
65669,48.83,31.59,18.26,43.33,29.01,15.87
65670,48.36,30.91,18.73,43.22,28.93,15.83
65671,48.28,30.95,19.07,43.12,28.86,15.79
65672,48.44,30.21,18.71,43.02,28.80,15.76
65673,48.78,30.44,19.04,42.93,28.74,15.73
65674,49.29,30.46,18.54,42.86,28.69,15.70
65675,48.81,30.71,18.69,42.81,28.66,15.68
65676,48.26,30.60,17.94,42.76,28.62,15.66
65677,46.97,29.94,18.41,42.71,28.59,15.64
65678,46.61,30.42,17.56,42.65,28.55,15.63
65679,45.97,30.00,17.47,42.59,28.51,15.60
65680,45.90,30.35,17.35,42.51,28.46,15.57
65681,47.06,30.06,18.31,42.43,28.41,15.54
65682,47.33,30.44,18.74,42.36,28.36,15.52
65683,48.38,29.97,19.80,42.30,28.31,15.49
65684,48.90,29.95,20.02,42.23,28.27,15.47
65685,49.74,29.84,20.11,42.18,28.23,15.45
65686,49.42,29.91,19.81,42.12,28.20,15.43
65687,50.07,29.83,19.27,42.08,28.17,15.42
65688,49.13,30.02,18.80,42.06,28.16,15.41
65689,48.46,30.56,19.06,42.05,28.15,15.40
65690,47.27,30.28,19.11,42.03,28.13,15.40
65691,47.02,30.64,19.18,42.00,28.11,15.38
65692,46.13,30.51,18.54,41.94,28.08,15.36
65693,46.93,31.31,18.53,41.88,28.04,15.34
65694,46.62,30.66,18.06,41.82,28.00,15.32
65695,48.51,31.20,18.03,41.78,27.97,15.30
65696,49.60,31.31,17.75,41.75,27.95,15.30
65697,51.60,32.01,17.97,41.75,27.95,15.29
65698,51.65,32.13,17.71,41.76,27.95,15.30
65699,51.55,32.48,17.68,41.76,27.96,15.30
65700,50.19,32.05,17.31,41.77,27.96,15.30
